model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,year
yearly_cross_section_2015,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.012997067863069877,0.002070270535736117,-6.2779562567887135,5.0219195401168714e-08,-0.01714271310226934,-0.008851422623870415,60,0,0.35279534801509693,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2015.0
yearly_cross_section_2016,rd2_countries,Imports,product,gini,product_gini,log_population,-0.003601061798513909,0.002237584894373714,-1.6093520328853597,0.11306447082180578,-0.008081748261728588,0.0008796246647007695,60,0,0.29069609656782613,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2016.0
yearly_cross_section_2016,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011216481426862275,0.0021055599343042055,-5.3270777260343465,1.7646440737584224e-06,-0.015432792467773487,-0.007000170385951062,60,0,0.29069609656782613,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2016.0
yearly_cross_section_2017,rd2_countries,Imports,product,gini,product_gini,log_population,-0.0030173319461165686,0.002195980295645019,-1.3740250548242265,0.17481315427307273,-0.007414706637429373,0.001380042745196236,60,0,0.2847858275405275,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2017.0
yearly_cross_section_2017,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011289062503705968,0.0021702029070214987,-5.201846549546685,2.7901719378580577e-06,-0.015634818864669452,-0.006943306142742484,60,0,0.2847858275405275,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2017.0
yearly_cross_section_2018,rd2_countries,Imports,product,gini,product_gini,log_population,-0.0033562638233444525,0.0022967348319371185,-1.4613196859620503,0.14941886916481875,-0.007955395993449068,0.0012428683467601634,60,0,0.2891021925166316,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2018.0
yearly_cross_section_2018,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011301557516366712,0.0020778546633385383,-5.439051015343023,1.1685485100550808e-06,-0.015462389709128877,-0.007140725323604546,60,0,0.2891021925166316,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2018.0
yearly_cross_section_2019,rd2_countries,Imports,product,gini,product_gini,log_population,-0.004208864103483544,0.002358273573278397,-1.7847225831532831,0.07962814488179953,-0.008931225477532313,0.0005134972705652255,60,0,0.2838194041111063,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2019.0
yearly_cross_section_2019,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011084732504021462,0.002069148714513954,-5.357146359886115,1.5801028283141097e-06,-0.015228131334972042,-0.00694133367307088,60,0,0.2838194041111063,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2019.0
yearly_cross_section_2020,rd2_countries,Imports,product,gini,product_gini,log_population,-0.003115994918340516,0.00231600143606429,-1.345420114952821,0.18381765535648317,-0.0077537077977276265,0.0015217179610465944,60,0,0.25369885653021684,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2020.0
