classification_code,cmd_code,hs_desc_official,bec5_label,bec5_end_use,exercise_03_bin,mapping_status,bec5_primary_flag,primary_strict,primary_broad,primary_strict_rule,primary_broad_rule,primary_mapping_source
H3,870919,Other,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,870990,Parts,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","Government, military and other|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871110,With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871120,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871130,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871140,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871150,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871190,Other,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871200,"Bicycles and other cycles (including delivery tricycles), not motorised.","Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871310,Not mechanically propelled,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871390,Other,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871411,Saddles,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871419,Other,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871420,Of carriages for disabled persons,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871491,"Frames and forks, and parts thereof","Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871492,Wheel rims and spokes,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871493,"Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof","Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871495,Saddles,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871496,"Pedals and crank-gear, and parts thereof","Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871499,Other,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871500,Baby carriages and parts thereof.,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871610,"Trailers and semi-trailers of the caravan type, for housing or camping","Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871631,Tanker trailers and tanker semi-trailers,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871639,Other,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871640,Other trailers and semi-trailers,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871680,Other vehicles,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,871690,Parts,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,,capital_goods,ambiguous,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880211,"Of an unladen weight not exceeding 2,000 kg","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880212,"Of an unladen weight exceeding 2,000 kg","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880260,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880310,Propellers and rotors and parts thereof,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880320,Under-carriages and parts thereof,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880330,Other parts of aeroplanes or helicopters,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880390,Other,"Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880510,Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880521,Air combat simulators and parts thereof,"Government, military and other|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,880529,Other,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890120,Tankers,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890130,"Refrigerated vessels, other than those of subheading 8901.20","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890310,Inflatable,"Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890391,"Sailboats, with or without auxiliary motor","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890392,"Motorboats, other than outboard motorboats","Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890399,Other,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890400,Tugs and pusher craft.,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890510,Dredgers,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890520,Floating or submersible drilling or production platforms,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890590,Other,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890610,Warships,"Government, military and other|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890690,Other,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890710,Inflatable rafts,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890790,Other,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,890800,Vessels and other floating structures for breaking up.,"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900110,"Optical fibres, optical fibre bundles and cables","Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900120,Sheets and plates of polarising material,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900130,Contact lenses,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900140,Spectacle lenses of glass,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900150,Spectacle lenses of other materials,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900190,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900211,"For cameras, projectors or photographic enlargers or reducers","Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900219,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900220,Filters,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900290,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900311,Of plastics,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900319,Of other materials,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900390,Parts,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900410,Sunglasses,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900490,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900510,Binoculars,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900580,Other instruments,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900590,Parts and accessories (including mountings),,,intermediates,ambiguous,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900610,Cameras of a kind used for preparing printing plates or cylinders,"ICT, media, computers, business and financial services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes","Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900640,Instant print cameras,"ICT, media, computers, business and financial services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900651,"With a through-the-lens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm","ICT, media, computers, business and financial services|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900652,"Other, for roll film of a width less than 35 mm",,,final_consumption,ambiguous,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900653,"Other, for roll film of a width of 35 mm",,,final_consumption,ambiguous,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900659,Other,,,final_consumption,ambiguous,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900661,Discharge lamp ('electronic') flashlight apparatus,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900669,Other,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900691,For cameras,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900699,Other,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900711,For film of less than 16 mm width or for double-8 mm film,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900719,Other,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900720,Projectors,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900791,For cameras,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900792,For projectors,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900810,Slide projectors,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies","ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900830,Other image projectors,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900840,Photographic (other than cinematographic) enlargers and reducers,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,900890,Parts and accessories,"ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901050,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901060,Projection screens,"ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901090,Parts and accessories,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901110,Stereoscopic microscopes,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901120,"Other microscopes, for photomicrography, cinephoto-micrography or microprojection","Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901180,Other microscopes,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901190,Parts and accessories,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901210,Microscopes other than optical microscopes; diffraction apparatus,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901290,Parts and accessories,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI","Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901320,"Lasers, other than laser diodes","Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901380,"Other devices, appliances and instruments","Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901390,Parts and accessories,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901410,Direction finding compasses,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901420,Instruments and appliances for aeronautical or space navigation (other than compasses),"Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901480,Other instruments and appliances,"Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901490,Parts and accessories,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901510,Rangefinders,"Government, military and other|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901520,Theodolites and tachymeters (tacheometers),"Government, military and other|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H3,901530,Levels,"Government, military and other|Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
